{'doc_id': 'NYT_ENG_19960603.0203', 'sentence_id': 32, 'h': {'id': 'Q133396', 'pos': [8, 9]}, 't': {'id': 'Q983154', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20021115.0022', 'sentence_id': 4, 'h': {'id': 'Q17427', 'pos': [19, 23]}, 't': {'id': 'Q15029', 'pos': [10, 12]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20021115.0137', 'sentence_id': 4, 'h': {'id': 'Q17427', 'pos': [21, 25]}, 't': {'id': 'Q15029', 'pos': [10, 12]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20021118.0262', 'sentence_id': 2, 'h': {'id': 'Q17427', 'pos': [30, 33]}, 't': {'id': 'Q15029', 'pos': [26, 28]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_20000716.0134', 'sentence_id': 10, 'h': {'id': 'Q546881', 'pos': [5, 7]}, 't': {'id': 'Q1556889', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_20000727.0145', 'sentence_id': 3, 'h': {'id': 'Q7156', 'pos': [8, 10]}, 't': {'id': 'Q2469442', 'pos': [11, 13]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980529.1002', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980529.1042', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980529.1728', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [9, 10]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980529.1747', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [9, 10]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980601.1108', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [9, 10]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980603.0135', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [1, 2]}, 't': {'id': 'Q483437', 'pos': [4, 6]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980605.0413', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [12, 13]}, 't': {'id': 'Q483437', 'pos': [20, 22]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980605.0690', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [9, 10]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980605.0799', 'sentence_id': 9, 'h': {'id': 'Q253414', 'pos': [11, 12]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980605.0855', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [12, 13]}, 't': {'id': 'Q483437', 'pos': [20, 22]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980605.1257', 'sentence_id': 5, 'h': {'id': 'Q253414', 'pos': [26, 27]}, 't': {'id': 'Q483437', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980605.1352', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [12, 13]}, 't': {'id': 'Q483437', 'pos': [20, 22]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980605.1832', 'sentence_id': 6, 'h': {'id': 'Q253414', 'pos': [47, 48]}, 't': {'id': 'Q483437', 'pos': [27, 29]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980605.1835', 'sentence_id': 6, 'h': {'id': 'Q253414', 'pos': [47, 48]}, 't': {'id': 'Q483437', 'pos': [27, 29]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980606.0137', 'sentence_id': 16, 'h': {'id': 'Q253414', 'pos': [45, 46]}, 't': {'id': 'Q483437', 'pos': [25, 27]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980606.0326', 'sentence_id': 26, 'h': {'id': 'Q253414', 'pos': [45, 46]}, 't': {'id': 'Q483437', 'pos': [25, 27]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980606.0377', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [20, 21]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980606.0491', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [20, 21]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980607.0604', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [43, 44]}, 't': {'id': 'Q483437', 'pos': [40, 42]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980607.0629', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [22, 23]}, 't': {'id': 'Q483437', 'pos': [20, 22]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980607.0973', 'sentence_id': 28, 'h': {'id': 'Q253414', 'pos': [4, 5]}, 't': {'id': 'Q483437', 'pos': [40, 42]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980607.0973', 'sentence_id': 28, 'h': {'id': 'Q253414', 'pos': [4, 5]}, 't': {'id': 'Q483437', 'pos': [40, 42]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980608.0443', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [16, 17]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980608.0623', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [16, 17]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980608.0708', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [8, 9]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980608.0867', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [8, 9]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980608.1030', 'sentence_id': 5, 'h': {'id': 'Q253414', 'pos': [2, 3]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980608.1067', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [8, 9]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980608.1124', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [8, 9]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980608.1622', 'sentence_id': 10, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [6, 8]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980608.1632', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [11, 12]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980609.1511', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980609.1708', 'sentence_id': 7, 'h': {'id': 'Q253414', 'pos': [1, 2]}, 't': {'id': 'Q483437', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980610.0783', 'sentence_id': 13, 'h': {'id': 'Q253414', 'pos': [3, 4]}, 't': {'id': 'Q483437', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980611.1104', 'sentence_id': 15, 'h': {'id': 'Q253414', 'pos': [2, 3]}, 't': {'id': 'Q483437', 'pos': [4, 6]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980613.0332', 'sentence_id': 14, 'h': {'id': 'Q253414', 'pos': [12, 13]}, 't': {'id': 'Q483437', 'pos': [16, 18]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980614.0965', 'sentence_id': 13, 'h': {'id': 'Q253414', 'pos': [20, 21]}, 't': {'id': 'Q483437', 'pos': [9, 11]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980614.0966', 'sentence_id': 13, 'h': {'id': 'Q253414', 'pos': [20, 21]}, 't': {'id': 'Q483437', 'pos': [9, 11]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980615.0682', 'sentence_id': 11, 'h': {'id': 'Q253414', 'pos': [20, 21]}, 't': {'id': 'Q483437', 'pos': [9, 11]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980617.0312', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980617.0664', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980617.0713', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980617.0772', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980617.0862', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980617.0944', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980617.1003', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980617.1007', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980617.1037', 'sentence_id': 18, 'h': {'id': 'Q253414', 'pos': [30, 31]}, 't': {'id': 'Q483437', 'pos': [32, 34]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980617.1205', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.0664', 'sentence_id': 12, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1021', 'sentence_id': 12, 'h': {'id': 'Q253414', 'pos': [21, 22]}, 't': {'id': 'Q483437', 'pos': [23, 25]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1128', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [1, 2]}, 't': {'id': 'Q483437', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1152', 'sentence_id': 4, 'h': {'id': 'Q253414', 'pos': [14, 15]}, 't': {'id': 'Q483437', 'pos': [16, 18]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1157', 'sentence_id': 8, 'h': {'id': 'Q253414', 'pos': [11, 12]}, 't': {'id': 'Q483437', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1165', 'sentence_id': 4, 'h': {'id': 'Q253414', 'pos': [7, 8]}, 't': {'id': 'Q483437', 'pos': [9, 11]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1175', 'sentence_id': 8, 'h': {'id': 'Q253414', 'pos': [11, 12]}, 't': {'id': 'Q483437', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1226', 'sentence_id': 11, 'h': {'id': 'Q253414', 'pos': [23, 24]}, 't': {'id': 'Q483437', 'pos': [25, 27]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1234', 'sentence_id': 8, 'h': {'id': 'Q253414', 'pos': [11, 12]}, 't': {'id': 'Q483437', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1270', 'sentence_id': 8, 'h': {'id': 'Q253414', 'pos': [7, 8]}, 't': {'id': 'Q483437', 'pos': [9, 11]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1298', 'sentence_id': 29, 'h': {'id': 'Q253414', 'pos': [7, 8]}, 't': {'id': 'Q483437', 'pos': [9, 11]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1319', 'sentence_id': 36, 'h': {'id': 'Q253414', 'pos': [7, 8]}, 't': {'id': 'Q483437', 'pos': [9, 11]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1398', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [3, 4]}, 't': {'id': 'Q483437', 'pos': [5, 7]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19980618.1402', 'sentence_id': 7, 'h': {'id': 'Q253414', 'pos': [9, 10]}, 't': {'id': 'Q483437', 'pos': [11, 13]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20030131.0587', 'sentence_id': 1, 'h': {'id': 'Q193272', 'pos': [12, 18]}, 't': {'id': 'Q51005', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20030201.0140', 'sentence_id': 11, 'h': {'id': 'Q193272', 'pos': [16, 22]}, 't': {'id': 'Q51005', 'pos': [1, 3]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20030206.0263', 'sentence_id': 18, 'h': {'id': 'Q193272', 'pos': [18, 24]}, 't': {'id': 'Q51005', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20030206.0388', 'sentence_id': 21, 'h': {'id': 'Q193272', 'pos': [18, 24]}, 't': {'id': 'Q51005', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20030206.0566', 'sentence_id': 22, 'h': {'id': 'Q193272', 'pos': [15, 21]}, 't': {'id': 'Q51005', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20030210.0339', 'sentence_id': 2, 'h': {'id': 'Q193272', 'pos': [30, 36]}, 't': {'id': 'Q51005', 'pos': [23, 25]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20030227.0635', 'sentence_id': 10, 'h': {'id': 'Q133396', 'pos': [10, 11]}, 't': {'id': 'Q455854', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20030227.0788', 'sentence_id': 1, 'h': {'id': 'Q133396', 'pos': [16, 17]}, 't': {'id': 'Q455854', 'pos': [18, 20]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20030227.0792', 'sentence_id': 1, 'h': {'id': 'Q133396', 'pos': [16, 17]}, 't': {'id': 'Q455854', 'pos': [18, 20]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20030227.0796', 'sentence_id': 1, 'h': {'id': 'Q133396', 'pos': [19, 20]}, 't': {'id': 'Q455854', 'pos': [21, 23]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20030227.0810', 'sentence_id': 1, 'h': {'id': 'Q133396', 'pos': [19, 20]}, 't': {'id': 'Q455854', 'pos': [21, 23]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000717.0022', 'sentence_id': 1, 'h': {'id': 'Q903822', 'pos': [0, 3]}, 't': {'id': 'Q472310', 'pos': [5, 7]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000721.0016', 'sentence_id': 1, 'h': {'id': 'Q903822', 'pos': [22, 25]}, 't': {'id': 'Q472310', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000722.0009', 'sentence_id': 1, 'h': {'id': 'Q903822', 'pos': [10, 13]}, 't': {'id': 'Q472310', 'pos': [15, 17]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000722.0010', 'sentence_id': 1, 'h': {'id': 'Q903822', 'pos': [11, 15]}, 't': {'id': 'Q472310', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000729.0013', 'sentence_id': 1, 'h': {'id': 'Q903822', 'pos': [6, 9]}, 't': {'id': 'Q472310', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000729.0014', 'sentence_id': 2, 'h': {'id': 'Q903822', 'pos': [12, 15]}, 't': {'id': 'Q472310', 'pos': [6, 8]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000730.0002', 'sentence_id': 14, 'h': {'id': 'Q903822', 'pos': [6, 10]}, 't': {'id': 'Q472310', 'pos': [25, 27]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000801.0038', 'sentence_id': 1, 'h': {'id': 'Q903822', 'pos': [8, 11]}, 't': {'id': 'Q472310', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'CNA_ENG_20000801.0052', 'sentence_id': 1, 'h': {'id': 'Q903822', 'pos': [1, 4]}, 't': {'id': 'Q472310', 'pos': [6, 8]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980530.0106', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [15, 16]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980603.0096', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [3, 4]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980603.0096', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [3, 4]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980605.0074', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [13, 14]}, 't': {'id': 'Q483437', 'pos': [31, 33]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980605.0074', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [13, 14]}, 't': {'id': 'Q483437', 'pos': [31, 33]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980605.0132', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [16, 18]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980605.0132', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [16, 18]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980605.0146', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [21, 22]}, 't': {'id': 'Q483437', 'pos': [24, 26]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980605.0146', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [21, 22]}, 't': {'id': 'Q483437', 'pos': [24, 26]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980606.0077', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [8, 9]}, 't': {'id': 'Q483437', 'pos': [11, 13]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980608.0103', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [12, 13]}, 't': {'id': 'Q483437', 'pos': [8, 10]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980608.0124', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [8, 9]}, 't': {'id': 'Q483437', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980615.0124', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980616.0111', 'sentence_id': 2, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980617.0066', 'sentence_id': 3, 'h': {'id': 'Q253414', 'pos': [0, 10]}, 't': {'id': 'Q483437', 'pos': [9, 11]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980617.0102', 'sentence_id': 1, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980618.0195', 'sentence_id': 6, 'h': {'id': 'Q253414', 'pos': [0, 1]}, 't': {'id': 'Q483437', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19980912.0222', 'sentence_id': 9, 'h': {'id': 'Q806651', 'pos': [29, 34]}, 't': {'id': 'Q4136108', 'pos': [24, 26]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19981027.0283', 'sentence_id': 2, 'h': {'id': 'Q154797', 'pos': [8, 9]}, 't': {'id': 'Q62703', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990628.0111', 'sentence_id': 9, 'h': {'id': 'Q187009', 'pos': [9, 10]}, 't': {'id': 'Q60206', 'pos': [11, 13]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990628.0111', 'sentence_id': 9, 'h': {'id': 'Q187009', 'pos': [9, 10]}, 't': {'id': 'Q60206', 'pos': [11, 13]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990628.0182', 'sentence_id': 9, 'h': {'id': 'Q187009', 'pos': [9, 10]}, 't': {'id': 'Q60206', 'pos': [11, 13]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990628.0182', 'sentence_id': 9, 'h': {'id': 'Q187009', 'pos': [9, 10]}, 't': {'id': 'Q60206', 'pos': [11, 13]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990629.0010', 'sentence_id': 2, 'h': {'id': 'Q187009', 'pos': [28, 29]}, 't': {'id': 'Q60206', 'pos': [30, 32]}, 'relation': 'P488@start'}
{'doc_id': 'XIN_ENG_19990629.0038', 'sentence_id': 2, 'h': {'id': 'Q187009', 'pos': [3, 4]}, 't': {'id': 'Q60206', 'pos': [5, 7]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_19960703.0376', 'sentence_id': 1, 'h': {'id': 'Q133396', 'pos': [0, 1]}, 't': {'id': 'Q983154', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_19960726.0356', 'sentence_id': 1, 'h': {'id': 'Q193272', 'pos': [20, 26]}, 't': {'id': 'Q207942', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_19960801.0430', 'sentence_id': 10, 'h': {'id': 'Q193272', 'pos': [33, 40]}, 't': {'id': 'Q207942', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990626.0753', 'sentence_id': 7, 'h': {'id': 'Q187009', 'pos': [12, 13]}, 't': {'id': 'Q60206', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990626.0755', 'sentence_id': 7, 'h': {'id': 'Q187009', 'pos': [12, 13]}, 't': {'id': 'Q60206', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990626.0759', 'sentence_id': 7, 'h': {'id': 'Q187009', 'pos': [12, 13]}, 't': {'id': 'Q60206', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.0588', 'sentence_id': 8, 'h': {'id': 'Q187009', 'pos': [0, 1]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.0589', 'sentence_id': 8, 'h': {'id': 'Q187009', 'pos': [0, 1]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.0608', 'sentence_id': 8, 'h': {'id': 'Q187009', 'pos': [0, 1]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.0631', 'sentence_id': 6, 'h': {'id': 'Q187009', 'pos': [0, 1]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.0646', 'sentence_id': 6, 'h': {'id': 'Q187009', 'pos': [0, 1]}, 't': {'id': 'Q60206', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.0942', 'sentence_id': 8, 'h': {'id': 'Q187009', 'pos': [5, 6]}, 't': {'id': 'Q60206', 'pos': [33, 35]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.0942', 'sentence_id': 8, 'h': {'id': 'Q187009', 'pos': [5, 6]}, 't': {'id': 'Q60206', 'pos': [33, 35]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.0969', 'sentence_id': 8, 'h': {'id': 'Q187009', 'pos': [5, 6]}, 't': {'id': 'Q60206', 'pos': [33, 35]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.0969', 'sentence_id': 8, 'h': {'id': 'Q187009', 'pos': [5, 6]}, 't': {'id': 'Q60206', 'pos': [33, 35]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.1068', 'sentence_id': 8, 'h': {'id': 'Q187009', 'pos': [5, 6]}, 't': {'id': 'Q60206', 'pos': [33, 35]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.1068', 'sentence_id': 8, 'h': {'id': 'Q187009', 'pos': [5, 6]}, 't': {'id': 'Q60206', 'pos': [33, 35]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.1082', 'sentence_id': 8, 'h': {'id': 'Q187009', 'pos': [5, 6]}, 't': {'id': 'Q60206', 'pos': [33, 35]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.1082', 'sentence_id': 8, 'h': {'id': 'Q187009', 'pos': [5, 6]}, 't': {'id': 'Q60206', 'pos': [33, 35]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.1345', 'sentence_id': 14, 'h': {'id': 'Q187009', 'pos': [16, 17]}, 't': {'id': 'Q60206', 'pos': [18, 20]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_19990628.1361', 'sentence_id': 14, 'h': {'id': 'Q187009', 'pos': [16, 17]}, 't': {'id': 'Q60206', 'pos': [18, 20]}, 'relation': 'P488@start'}
