{'doc_id': 'APW_ENG_20010401.0004', 'sentence_id': 19, 'h': {'id': 'Q956', 'pos': [9, 10]}, 't': {'id': 'Q148', 'pos': [32, 33]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0540', 'sentence_id': 34, 'h': {'id': 'Q5187', 'pos': [27, 28]}, 't': {'id': 'Q159', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0550', 'sentence_id': 3, 'h': {'id': 'Q423', 'pos': [12, 14]}, 't': {'id': 'Q18808', 'pos': [16, 17]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0550', 'sentence_id': 3, 'h': {'id': 'Q18808', 'pos': [19, 20]}, 't': {'id': 'Q423', 'pos': [2, 4]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0554', 'sentence_id': 34, 'h': {'id': 'Q851', 'pos': [8, 10]}, 't': {'id': 'Q842', 'pos': [6, 7]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0554', 'sentence_id': 34, 'h': {'id': 'Q423', 'pos': [19, 21]}, 't': {'id': 'Q159', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0555', 'sentence_id': 2, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q183', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0555', 'sentence_id': 2, 'h': {'id': 'Q43100', 'pos': [22, 23]}, 't': {'id': 'Q843', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0555', 'sentence_id': 20, 'h': {'id': 'Q863', 'pos': [13, 14]}, 't': {'id': 'Q889', 'pos': [26, 27]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0555', 'sentence_id': 20, 'h': {'id': 'Q124', 'pos': [22, 23]}, 't': {'id': 'Q125', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0555', 'sentence_id': 20, 'h': {'id': 'Q159', 'pos': [16, 17]}, 't': {'id': 'Q656', 'pos': [19, 21]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0556', 'sentence_id': 3, 'h': {'id': 'Q423', 'pos': [6, 8]}, 't': {'id': 'Q796', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0556', 'sentence_id': 7, 'h': {'id': 'Q865', 'pos': [18, 19]}, 't': {'id': 'Q148', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0573', 'sentence_id': 1, 'h': {'id': 'Q17', 'pos': [61, 62]}, 't': {'id': 'Q865', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0573', 'sentence_id': 10, 'h': {'id': 'Q928', 'pos': [14, 15]}, 't': {'id': 'Q865', 'pos': [6, 7]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0573', 'sentence_id': 12, 'h': {'id': 'Q1461', 'pos': [3, 4]}, 't': {'id': 'Q1867', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0576', 'sentence_id': 12, 'h': {'id': 'Q148', 'pos': [16, 17]}, 't': {'id': 'Q865', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0584', 'sentence_id': 1, 'h': {'id': 'Q865', 'pos': [4, 5]}, 't': {'id': 'Q790', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0584', 'sentence_id': 1, 'h': {'id': 'Q105', 'pos': [26, 27]}, 't': {'id': 'Q127', 'pos': [19, 20]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0586', 'sentence_id': 34, 'h': {'id': 'Q774', 'pos': [27, 28]}, 't': {'id': 'Q783', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0586', 'sentence_id': 34, 'h': {'id': 'Q1867', 'pos': [11, 12]}, 't': {'id': 'Q865', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0588', 'sentence_id': 1, 'h': {'id': 'Q921', 'pos': [3, 4]}, 't': {'id': 'Q148', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0602', 'sentence_id': 1, 'h': {'id': 'Q96', 'pos': [16, 17]}, 't': {'id': 'Q334', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0629', 'sentence_id': 3, 'h': {'id': 'Q865', 'pos': [20, 21]}, 't': {'id': 'Q148', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0629', 'sentence_id': 5, 'h': {'id': 'Q881', 'pos': [16, 17]}, 't': {'id': 'Q865', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0632', 'sentence_id': 3, 'h': {'id': 'Q148', 'pos': [3, 4]}, 't': {'id': 'Q865', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0632', 'sentence_id': 6, 'h': {'id': 'Q865', 'pos': [11, 12]}, 't': {'id': 'Q1867', 'pos': [22, 23]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0636', 'sentence_id': 4, 'h': {'id': 'Q127', 'pos': [20, 21]}, 't': {'id': 'Q128', 'pos': [22, 23]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0636', 'sentence_id': 14, 'h': {'id': 'Q148', 'pos': [21, 22]}, 't': {'id': 'Q865', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0636', 'sentence_id': 14, 'h': {'id': 'Q865', 'pos': [0, 1]}, 't': {'id': 'Q148', 'pos': [3, 4]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0637', 'sentence_id': 12, 'h': {'id': 'Q865', 'pos': [1, 2]}, 't': {'id': 'Q17', 'pos': [14, 15]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0658', 'sentence_id': 21, 'h': {'id': 'Q8646', 'pos': [9, 11]}, 't': {'id': 'Q48', 'pos': [6, 7]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0669', 'sentence_id': 1, 'h': {'id': 'Q68744', 'pos': [23, 24]}, 't': {'id': 'Q148', 'pos': [22, 23]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0673', 'sentence_id': 13, 'h': {'id': 'Q148', 'pos': [35, 36]}, 't': {'id': 'Q334', 'pos': [31, 32]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0680', 'sentence_id': 4, 'h': {'id': 'Q334', 'pos': [2, 3]}, 't': {'id': 'Q833', 'pos': [8, 9]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0695', 'sentence_id': 5, 'h': {'id': 'Q148', 'pos': [15, 16]}, 't': {'id': 'Q884', 'pos': [10, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0709', 'sentence_id': 12, 'h': {'id': 'Q148', 'pos': [7, 8]}, 't': {'id': 'Q865', 'pos': [19, 20]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0710', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q865', 'pos': [56, 57]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0719', 'sentence_id': 12, 'h': {'id': 'Q865', 'pos': [5, 6]}, 't': {'id': 'Q148', 'pos': [36, 37]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0719', 'sentence_id': 16, 'h': {'id': 'Q865', 'pos': [36, 37]}, 't': {'id': 'Q334', 'pos': [32, 33]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0720', 'sentence_id': 16, 'h': {'id': 'Q865', 'pos': [13, 14]}, 't': {'id': 'Q1867', 'pos': [40, 41]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0720', 'sentence_id': 16, 'h': {'id': 'Q865', 'pos': [36, 37]}, 't': {'id': 'Q27231', 'pos': [16, 18]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0741', 'sentence_id': 11, 'h': {'id': 'Q34800', 'pos': [27, 28]}, 't': {'id': 'Q148', 'pos': [33, 34]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0742', 'sentence_id': 11, 'h': {'id': 'Q29', 'pos': [2, 3]}, 't': {'id': 'Q28', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0749', 'sentence_id': 12, 'h': {'id': 'Q11459', 'pos': [1, 3]}, 't': {'id': 'Q30', 'pos': [3, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0750', 'sentence_id': 1, 'h': {'id': 'Q1045', 'pos': [0, 1]}, 't': {'id': 'Q115', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0763', 'sentence_id': 11, 'h': {'id': 'Q148', 'pos': [16, 17]}, 't': {'id': 'Q17', 'pos': [23, 24]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0767', 'sentence_id': 4, 'h': {'id': 'Q257518', 'pos': [20, 24]}, 't': {'id': 'Q115', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0773', 'sentence_id': 2, 'h': {'id': 'Q1461', 'pos': [3, 4]}, 't': {'id': 'Q2648928', 'pos': [5, 7]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0776', 'sentence_id': 13, 'h': {'id': 'Q865', 'pos': [12, 13]}, 't': {'id': 'Q8646', 'pos': [14, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0781', 'sentence_id': 1, 'h': {'id': 'Q43', 'pos': [19, 20]}, 't': {'id': 'Q796', 'pos': [22, 23]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0794', 'sentence_id': 12, 'h': {'id': 'Q215', 'pos': [20, 21]}, 't': {'id': 'Q183', 'pos': [17, 18]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0795', 'sentence_id': 26, 'h': {'id': 'Q129', 'pos': [16, 17]}, 't': {'id': 'Q128', 'pos': [14, 15]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010422.0804', 'sentence_id': 16, 'h': {'id': 'Q313300', 'pos': [10, 13]}, 't': {'id': 'Q334', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0011', 'sentence_id': 1, 'h': {'id': 'Q35', 'pos': [11, 12]}, 't': {'id': 'Q212', 'pos': [14, 15]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0017', 'sentence_id': 13, 'h': {'id': 'Q801', 'pos': [24, 25]}, 't': {'id': 'Q79', 'pos': [6, 7]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0026', 'sentence_id': 3, 'h': {'id': 'Q21', 'pos': [0, 1]}, 't': {'id': 'Q22', 'pos': [26, 27]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0043', 'sentence_id': 12, 'h': {'id': 'Q35', 'pos': [14, 15]}, 't': {'id': 'Q252', 'pos': [19, 20]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0045', 'sentence_id': 13, 'h': {'id': 'Q40956', 'pos': [11, 12]}, 't': {'id': 'Q148', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0063', 'sentence_id': 17, 'h': {'id': 'Q218', 'pos': [22, 23]}, 't': {'id': 'Q148', 'pos': [18, 19]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0064', 'sentence_id': 14, 'h': {'id': 'Q843', 'pos': [10, 11]}, 't': {'id': 'Q148', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0078', 'sentence_id': 26, 'h': {'id': 'Q801', 'pos': [7, 8]}, 't': {'id': 'Q43723', 'pos': [36, 38]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0137', 'sentence_id': 20, 'h': {'id': 'Q16666', 'pos': [0, 1]}, 't': {'id': 'Q16963', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0159', 'sentence_id': 4, 'h': {'id': 'Q38', 'pos': [21, 22]}, 't': {'id': 'Q183', 'pos': [22, 23]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0203', 'sentence_id': 1, 'h': {'id': 'Q1218', 'pos': [22, 23]}, 't': {'id': 'Q801', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0249', 'sentence_id': 17, 'h': {'id': 'Q865', 'pos': [7, 8]}, 't': {'id': 'Q17', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0297', 'sentence_id': 24, 'h': {'id': 'Q48', 'pos': [23, 24]}, 't': {'id': 'Q15', 'pos': [24, 25]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0323', 'sentence_id': 23, 'h': {'id': 'Q258', 'pos': [12, 14]}, 't': {'id': 'Q1029', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0341', 'sentence_id': 10, 'h': {'id': 'Q79', 'pos': [9, 10]}, 't': {'id': 'Q148', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0348', 'sentence_id': 24, 'h': {'id': 'Q148', 'pos': [22, 23]}, 't': {'id': 'Q213', 'pos': [14, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0359', 'sentence_id': 33, 'h': {'id': 'Q4264', 'pos': [18, 19]}, 't': {'id': 'Q414', 'pos': [11, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0400', 'sentence_id': 5, 'h': {'id': 'Q39', 'pos': [4, 5]}, 't': {'id': 'Q794', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0400', 'sentence_id': 5, 'h': {'id': 'Q16666', 'pos': [15, 16]}, 't': {'id': 'Q148', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0404', 'sentence_id': 1, 'h': {'id': 'Q796', 'pos': [20, 21]}, 't': {'id': 'Q148', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0404', 'sentence_id': 7, 'h': {'id': 'Q865', 'pos': [23, 24]}, 't': {'id': 'Q148', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0411', 'sentence_id': 1, 'h': {'id': 'Q43', 'pos': [0, 1]}, 't': {'id': 'Q889', 'pos': [13, 14]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0411', 'sentence_id': 1, 'h': {'id': 'Q183', 'pos': [18, 19]}, 't': {'id': 'Q29', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0411', 'sentence_id': 15, 'h': {'id': 'Q833', 'pos': [6, 7]}, 't': {'id': 'Q334', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0411', 'sentence_id': 15, 'h': {'id': 'Q858', 'pos': [14, 15]}, 't': {'id': 'Q822', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0419', 'sentence_id': 28, 'h': {'id': 'Q28', 'pos': [15, 16]}, 't': {'id': 'Q36', 'pos': [11, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0421', 'sentence_id': 24, 'h': {'id': 'Q836', 'pos': [17, 18]}, 't': {'id': 'Q252', 'pos': [20, 21]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0438', 'sentence_id': 4, 'h': {'id': 'Q433035', 'pos': [4, 6]}, 't': {'id': 'Q159', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0438', 'sentence_id': 6, 'h': {'id': 'Q928', 'pos': [11, 12]}, 't': {'id': 'Q881', 'pos': [16, 17]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0441', 'sentence_id': 1, 'h': {'id': 'Q1368377', 'pos': [2, 3]}, 't': {'id': 'Q38', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0506', 'sentence_id': 28, 'h': {'id': 'Q878', 'pos': [37, 41]}, 't': {'id': 'Q398', 'pos': [30, 31]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0511', 'sentence_id': 1, 'h': {'id': 'Q711', 'pos': [10, 11]}, 't': {'id': 'Q148', 'pos': [23, 24]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0511', 'sentence_id': 1, 'h': {'id': 'Q1033', 'pos': [5, 6]}, 't': {'id': 'Q8673', 'pos': [24, 25]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0511', 'sentence_id': 15, 'h': {'id': 'Q41244', 'pos': [2, 4]}, 't': {'id': 'Q212', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0511', 'sentence_id': 15, 'h': {'id': 'Q2983', 'pos': [36, 38]}, 't': {'id': 'Q105', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0513', 'sentence_id': 2, 'h': {'id': 'Q79', 'pos': [0, 1]}, 't': {'id': 'Q1049', 'pos': [17, 18]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0531', 'sentence_id': 1, 'h': {'id': 'Q851', 'pos': [7, 9]}, 't': {'id': 'Q398', 'pos': [13, 14]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0544', 'sentence_id': 1, 'h': {'id': 'Q851', 'pos': [26, 28]}, 't': {'id': 'Q846', 'pos': [29, 30]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0545', 'sentence_id': 7, 'h': {'id': 'Q148', 'pos': [10, 11]}, 't': {'id': 'Q881', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0562', 'sentence_id': 1, 'h': {'id': 'Q865', 'pos': [7, 8]}, 't': {'id': 'Q881', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0563', 'sentence_id': 1, 'h': {'id': 'Q9310', 'pos': [26, 27]}, 't': {'id': 'Q574', 'pos': [16, 18]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0563', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [9, 10]}, 't': {'id': 'Q159', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0567', 'sentence_id': 12, 'h': {'id': 'Q148', 'pos': [5, 6]}, 't': {'id': 'Q956', 'pos': [18, 19]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0603', 'sentence_id': 1, 'h': {'id': 'Q8684', 'pos': [22, 23]}, 't': {'id': 'Q884', 'pos': [14, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0603', 'sentence_id': 1, 'h': {'id': 'Q9213', 'pos': [18, 19]}, 't': {'id': 'Q837', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0614', 'sentence_id': 1, 'h': {'id': 'Q36678', 'pos': [50, 52]}, 't': {'id': 'Q801', 'pos': [6, 7]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0614', 'sentence_id': 1, 'h': {'id': 'Q41053', 'pos': [7, 8]}, 't': {'id': 'Q822', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0640', 'sentence_id': 3, 'h': {'id': 'Q43', 'pos': [26, 27]}, 't': {'id': 'Q229', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0641', 'sentence_id': 5, 'h': {'id': 'Q148', 'pos': [5, 6]}, 't': {'id': 'Q232', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0651', 'sentence_id': 15, 'h': {'id': 'Q8646', 'pos': [15, 17]}, 't': {'id': 'Q334', 'pos': [17, 18]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0651', 'sentence_id': 15, 'h': {'id': 'Q252', 'pos': [14, 15]}, 't': {'id': 'Q17', 'pos': [28, 29]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0652', 'sentence_id': 1, 'h': {'id': 'Q252', 'pos': [4, 5]}, 't': {'id': 'Q921', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0679', 'sentence_id': 1, 'h': {'id': 'Q881', 'pos': [0, 1]}, 't': {'id': 'Q819', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0686', 'sentence_id': 12, 'h': {'id': 'Q17', 'pos': [28, 29]}, 't': {'id': 'Q928', 'pos': [11, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0699', 'sentence_id': 9, 'h': {'id': 'Q928', 'pos': [12, 13]}, 't': {'id': 'Q252', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0709', 'sentence_id': 9, 'h': {'id': 'Q833', 'pos': [11, 12]}, 't': {'id': 'Q819', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0712', 'sentence_id': 19, 'h': {'id': 'Q58178', 'pos': [20, 21]}, 't': {'id': 'Q16967', 'pos': [8, 9]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0716', 'sentence_id': 23, 'h': {'id': 'Q3692', 'pos': [6, 7]}, 't': {'id': 'Q851', 'pos': [10, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0717', 'sentence_id': 3, 'h': {'id': 'Q11725', 'pos': [8, 9]}, 't': {'id': 'Q148', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0721', 'sentence_id': 1, 'h': {'id': 'Q917', 'pos': [16, 17]}, 't': {'id': 'Q843', 'pos': [21, 22]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0801', 'sentence_id': 1, 'h': {'id': 'Q35', 'pos': [6, 7]}, 't': {'id': 'Q183', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0801', 'sentence_id': 3, 'h': {'id': 'Q5196', 'pos': [28, 29]}, 't': {'id': 'Q5187', 'pos': [23, 24]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0802', 'sentence_id': 1, 'h': {'id': 'Q229', 'pos': [22, 23]}, 't': {'id': 'Q41', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0805', 'sentence_id': 1, 'h': {'id': 'Q858', 'pos': [11, 12]}, 't': {'id': 'Q801', 'pos': [13, 14]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0825', 'sentence_id': 10, 'h': {'id': 'Q148', 'pos': [16, 17]}, 't': {'id': 'Q159', 'pos': [18, 19]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0866', 'sentence_id': 5, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q865', 'pos': [19, 20]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0873', 'sentence_id': 1, 'h': {'id': 'Q130', 'pos': [11, 12]}, 't': {'id': 'Q131', 'pos': [17, 18]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0885', 'sentence_id': 1, 'h': {'id': 'Q783', 'pos': [2, 3]}, 't': {'id': 'Q811', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0885', 'sentence_id': 1, 'h': {'id': 'Q1735', 'pos': [33, 34]}, 't': {'id': 'Q40', 'pos': [0, 35]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0923', 'sentence_id': 19, 'h': {'id': 'Q45761', 'pos': [11, 12]}, 't': {'id': 'Q46862', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0950', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [4, 5]}, 't': {'id': 'Q45', 'pos': [6, 7]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0959', 'sentence_id': 22, 'h': {'id': 'Q85', 'pos': [10, 11]}, 't': {'id': 'Q79', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0964', 'sentence_id': 1, 'h': {'id': 'Q801', 'pos': [10, 11]}, 't': {'id': 'Q858', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0965', 'sentence_id': 2, 'h': {'id': 'Q43', 'pos': [14, 15]}, 't': {'id': 'Q41', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0965', 'sentence_id': 2, 'h': {'id': 'Q801', 'pos': [2, 3]}, 't': {'id': 'Q858', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0965', 'sentence_id': 3, 'h': {'id': 'Q45', 'pos': [2, 3]}, 't': {'id': 'Q148', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0965', 'sentence_id': 3, 'h': {'id': 'Q1030', 'pos': [21, 22]}, 't': {'id': 'Q916', 'pos': [19, 20]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010423.0989', 'sentence_id': 1, 'h': {'id': 'Q801', 'pos': [8, 9]}, 't': {'id': 'Q858', 'pos': [20, 21]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010424.0016', 'sentence_id': 2, 'h': {'id': 'Q37643', 'pos': [33, 35]}, 't': {'id': 'Q796', 'pos': [17, 18]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010424.0016', 'sentence_id': 2, 'h': {'id': 'Q17', 'pos': [28, 29]}, 't': {'id': 'Q884', 'pos': [4, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010424.0027', 'sentence_id': 11, 'h': {'id': 'Q1049', 'pos': [3, 4]}, 't': {'id': 'Q79', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010424.0028', 'sentence_id': 1, 'h': {'id': 'Q884', 'pos': [6, 8]}, 't': {'id': 'Q17', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010424.0036', 'sentence_id': 1, 'h': {'id': 'Q1044', 'pos': [31, 33]}, 't': {'id': 'Q1006', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010424.0039', 'sentence_id': 7, 'h': {'id': 'Q817', 'pos': [0, 1]}, 't': {'id': 'Q796', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010424.0039', 'sentence_id': 7, 'h': {'id': 'Q258', 'pos': [3, 5]}, 't': {'id': 'Q963', 'pos': [88, 89]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010424.0039', 'sentence_id': 14, 'h': {'id': 'Q801', 'pos': [7, 8]}, 't': {'id': 'Q794', 'pos': [11, 12]}, 'relation': 'NA'}
